"","j_sys_pwsid","j_pop","j_conn","j_sys_name","j_county","j_class_new","r_sys_pwsid","r_sys_name","r_type","r_county","route_name","distance_feet","merge_type","elevation_j","elevation_r","route_elev_min","route_elev_max","route_elev_mean","route_elev_range"
"1395","CA3400401",44,44,"PLANTATION MOBILE HOME PARK","SACRAMENTO","SWS","CA3410017","CALAM - PARKWAY","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1396","CA3400402",100,2,"SHELDON ACRES DEV CENTER","SACRAMENTO","SWS","CA3410008","ELK GROVE WATER SERVICE","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1397","CA3400406",40,1,"I B E W TRAINING CENTER","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO","CA3400406 I B E W TRAINING CENTER - CA3410020 CITY OF SACRAMENTO MAIN",1711.25338100112,"Route",4.47503,12.63525,5.41351,13.0283,8.978803,7.61479
"1398","CA3400410",60,4,"SHELDON TRADING POST","SACRAMENTO","SWS","CA3410008","ELK GROVE WATER SERVICE","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1399","CA3400416",70,1,"PAPE MACHINERY","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO","CA3400416 PAPE MACHINERY - CA3410020 CITY OF SACRAMENTO MAIN",2615.17441412832,"Route",4.00232,4.80961,4.47231,4.89032,4.767171,0.41801
"1400","CA3400417",250,1,"HAPPY GARDEN RESTAURANT","SACRAMENTO","SWS","CA3410704","SCWA MATHER-SUNRISE","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1401","CA3400419",75,2,"HAPPY BAR","SACRAMENTO","SWS","CA3410010","CALAM - SUBURBAN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1402","CA3400424",150,1,"JACKSON SHELL (SWS)","SACRAMENTO","SWS","CA3410010","CALAM - SUBURBAN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1403","CA3400425",300,5,"SACRAMENTO RENDERING","SACRAMENTO","SWS","CA3410704","SCWA MATHER-SUNRISE","Community water system","SACRAMENTO","CA3400425 SACRAMENTO RENDERING - CA3410704 SCWA MATHER-SUNRISE",90.958979510784,"Route",45.80894,46.34216,45.84644,46.34216,46.0943,0.49572
"1404","CA3400428",65,1,"TRAP THE (SWS)","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1405","CA3400429",320,4,"ADESA OF SACRAMENTO","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1406","CA3400434",175,2,"CARSON LANDSCAPE INDUSTRIES","SACRAMENTO","SWS","CA3410010","CALAM - SUBURBAN","Community water system","SACRAMENTO","CA3400434 CARSON LANDSCAPE INDUSTRIES - CA3410010 CALAM - SUBURBAN",7239.3299730576,"Route",18.63247,18.49139,18.49139,19.77166,19.129225,1.28027
"1407","CA3400435",300,2,"WILTON CHEVRON","SACRAMENTO","SWS","CA3410008","ELK GROVE WATER SERVICE","Community water system","SACRAMENTO","CA3400435 WILTON CHEVRON - CA3410008 ELK GROVE WATER SERVICE",495.214116453936,"Route",23.59381,23.54543,23.54543,23.93509,23.728724,0.38966
"1408","CA3400441",30,3,"FREEPORT VENTURES","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO","CA3400441 FREEPORT VENTURES - CA3410020 CITY OF SACRAMENTO MAIN",1856.68934706816,"Route",5.46738,0,5.3585,8.86847,7.425706,3.50997
"1409","CA3400443",50,3,"RICK'S HACIENDA (SWS)","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1410","CA3400451",25,7,"TEICHERT PERKINS","SACRAMENTO","SWS","CA3410010","CALAM - SUBURBAN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1411","CA3400452",40,5,"SILVERADO WATER SYSTEM","SACRAMENTO","SWS","CA3410010","CALAM - SUBURBAN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1412","CA3400453",125,4,"MATSUDA'S BY GREEN ACRES, LLC","SACRAMENTO","SWS","CA3410029","SCWA - LAGUNA/VINEYARD","Community water system","SACRAMENTO","CA3400453 MATSUDA'S BY GREEN ACRES, LLC - CA3410029 SCWA - LAGUNA/VINEYARD",8617.4906839824,"Route",32.67958,26.36824,26.13625,31.92565,28.4917,5.7894
"1413","CA3400454",100,6,"VILLAGE BRADSHAW","SACRAMENTO","SWS","CA3410029","SCWA - LAGUNA/VINEYARD","Community water system","SACRAMENTO","CA3400454 VILLAGE BRADSHAW - CA3410029 SCWA - LAGUNA/VINEYARD",4924.0754093256,"Route",20.52221,20.29438,19.49064,20.61967,20.155124,1.12903
"1414","CA3400456",40,1,"STAFFORD MEAT COMPANY","SACRAMENTO","SWS","CA3410018","RIO LINDA/ELVERTA COMMUNITY WATER DIST","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1415","CA3400457",100,1,"FLYING V STATION","SACRAMENTO","SWS","CA3410010","CALAM - SUBURBAN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1416","CA3400458",100,3,"ROMA'S PIZZERIA","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1417","CA3400459",55,3,"ON THE Y","SACRAMENTO","SWS","CA3410001","SACRAMENTO SUBURBAN WATER DISTRICT","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1418","CA3400460",800,1,"CHURCH OF JESUS CHRIST OF LDS (SWS)","SACRAMENTO","SWS","CA3410008","ELK GROVE WATER SERVICE","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1419","CA3400461",100,3,"DELTA FARMER'S MARKET","SACRAMENTO","SWS","CA4810004","CITY OF RIO VISTA","Community water system","SOLANO","CA3400461 DELTA FARMER'S MARKET - CA4810004 CITY OF RIO VISTA",3317.996704308,"Route",-0.38452,1.59106,0.20619,5.59772,2.472783,5.39153
"1420","CA3400462",25,1,"KING'S SKATE COUNTRY","SACRAMENTO","SWS","CA3410029","SCWA - LAGUNA/VINEYARD","Community water system","SACRAMENTO","CA3400462 KING'S SKATE COUNTRY - CA3410029 SCWA - LAGUNA/VINEYARD",1086.89126963472,"Route",5.54408,7.02711,5.61519,7.02711,6.390531,1.41192
"1421","CA3400463",25,2,"NATOMAS GOLF CENTER","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO","CA3400463 NATOMAS GOLF CENTER - CA3410020 CITY OF SACRAMENTO MAIN",1994.24352495456,"Route",3.89284,4.80961,4.56968,4.89032,4.816426,0.32064
"1422","CA3400464",60,7,"RIVER CITY RECOVERY CENTER, INC. (SWS)","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1423","CA3400465",50,8,"STS","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1424","CA3400466",100,1,"SUBWAY SANDWICH","SACRAMENTO","SWS","CA3410704","SCWA MATHER-SUNRISE","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1425","CA3400467",600,1,"ST MARIA GORETTI PARISH (SWS)","SACRAMENTO","SWS","CA3410008","ELK GROVE WATER SERVICE","Community water system","SACRAMENTO","CA3400467 ST MARIA GORETTI PARISH (SWS) - CA3410008 ELK GROVE WATER SERVICE",1343.64295361472,"Route",18.35552,17.44113,17.33454,18.63204,17.80257,1.2975
"1426","CA3400470",100,1,"APRO 1966 (SWS)","SACRAMENTO","SWS","CA1910065","LONG BEACH-CITY, WATER DEPT.","Community water system","LOS ANGELES",NA,0,"Intersect",0,0,0,0,0,0
"1427","CA3410022",450,200,"OLYMPIA MOBILODGE","SACRAMENTO","SWS","CA3410017","CALAM - PARKWAY","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1428","CA3410023",15385,4667,"FRUITRIDGE VISTA WATER COMPANY","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO","CA3410023 FRUITRIDGE VISTA WATER COMPANY - CA3410020 CITY OF SACRAMENTO MAIN",4625.6770254024,"Route",9.10265,8.43899,8.3154,8.93929,8.529178,0.62389
"1429","CA3410027",103,31,"CALAM - SECURITY PARK","SACRAMENTO","SWS","CA3410704","SCWA MATHER-SUNRISE","Community water system","SACRAMENTO","CA3410027 CALAM - SECURITY PARK - CA3410704 SCWA MATHER-SUNRISE",2407.46734820592,"Route",48.38103,44.64901,44.64901,54.08448,50.17509,9.43547
"1430","CA3410030",3538,1079,"FOLSOM, CITY OF - ASHLAND","SACRAMENTO","SWS","CA3410014","FOLSOM, CITY OF - MAIN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1431","CA3410301",150,2,"FOLSOM LAKE SRA - MISSISSIPPI BAR","SACRAMENTO","SWS","CA3410009","FAIR OAKS WATER DISTRICT","Community water system","SACRAMENTO","CA3410301 FOLSOM LAKE SRA - MISSISSIPPI BAR - CA3410009 FAIR OAKS WATER DISTRICT",1046.31319327392,"Route",48.80246,54.59884,50.29703,54.59884,52.705095,4.30181
"1432","CA3410802",975,27,"RICHARD A. MCGEE TRAINING CENTER","SACRAMENTO","SWS","CA3410011","GALT, CITY OF","Community water system","SACRAMENTO","CA3410802 RICHARD A. MCGEE TRAINING CENTER - CA3410011 GALT, CITY OF",4876.17199477056,"Route",12.88085,14.648,12.88085,14.8069,14.379564,1.92605
"1433","CA3500006",252,77,"CSA NO. 31 STONEGATE WS","SAN BENITO","SWS","CA3510003","SUNNYSLOPE COUNTY WATER DIST","Community water system","SAN BENITO","CA3500006 CSA NO. 31 STONEGATE WS - CA3510003 SUNNYSLOPE COUNTY WATER DIST",9213.9460047888,"Route",161.96651,158.64336,158.49304,162.94731,159.869687,4.45427
"1434","CA3500509",350,121,"TRES PINOS CWD","SAN BENITO","SWS","CA3510003","SUNNYSLOPE COUNTY WATER DIST","Community water system","SAN BENITO","CA3500509 TRES PINOS CWD - CA3510003 SUNNYSLOPE COUNTY WATER DIST",8484.330230904,"Route",154.01752,158.64336,158.64336,160.8604,159.523913,2.21704
"1435","CA3500521",300,2,"SOUTHSIDE ELEMENTARY SCHOOL","SAN BENITO","SWS","CA3510003","SUNNYSLOPE COUNTY WATER DIST","Community water system","SAN BENITO","CA3500521 SOUTHSIDE ELEMENTARY SCHOOL - CA3510003 SUNNYSLOPE COUNTY WATER DIST",3558.11494900752,"Route",122.74199,113.34872,113.34872,123.18063,118.410893,9.83191
"1436","CA3500527",55,17,"VALENZUELA WATER SYSTEM","SAN BENITO","SWS","CA3510003","SUNNYSLOPE COUNTY WATER DIST","Community water system","SAN BENITO","CA3500527 VALENZUELA WATER SYSTEM - CA3510003 SUNNYSLOPE COUNTY WATER DIST",11562.4159767072,"Route",85.16804,99.05782,85.00698,99.05782,92.099595,14.05084
"1437","CA3500552",60,18,"VENTURE ESTATES MWC","SAN BENITO","SWS","CA3510003","SUNNYSLOPE COUNTY WATER DIST","Community water system","SAN BENITO",NA,0,"Intersect",0,0,0,0,0,0
"1438","CA3500559",50,11,"QUINTERO LABOR CAMP #1 (WRIGHT RD)","SAN BENITO","SWS","CA3510003","SUNNYSLOPE COUNTY WATER DIST","Community water system","SAN BENITO","CA3500559 QUINTERO LABOR CAMP #1 (WRIGHT RD) - CA3510003 SUNNYSLOPE COUNTY WATER DIST",15720.3996262896,"Route",80.76505,86.50497,78.26715,86.61595,83.141964,8.3488
"1439","CA3500570",34,14,"B & R FARMS","SAN BENITO","SWS","CA3510003","SUNNYSLOPE COUNTY WATER DIST","Community water system","SAN BENITO","CA3500570 B & R FARMS - CA3510003 SUNNYSLOPE COUNTY WATER DIST",11695.9223413824,"Route",77.69193,96.30965,79.06432,96.30965,89.768974,17.24533
"1440","CA3500579",90,26,"VINEYARD ESTATES MWC","SAN BENITO","SWS","CA3510003","SUNNYSLOPE COUNTY WATER DIST","Community water system","SAN BENITO","CA3500579 VINEYARD ESTATES MWC - CA3510003 SUNNYSLOPE COUNTY WATER DIST",11898.6450653136,"Route",159.53325,113.34872,113.34872,151.02202,124.512676,37.6733
"1441","CA3500823",133,48,"BEST ROAD MWC","SAN BENITO","SWS","CA3510003","SUNNYSLOPE COUNTY WATER DIST","Community water system","SAN BENITO","CA3500823 BEST ROAD MWC - CA3510003 SUNNYSLOPE COUNTY WATER DIST",394.9076892288,"Route",163.91072,160.94992,160.94992,163.81429,162.382105,2.86437
"1442","CA3500911",69,22,"CREEKBRIDGE MUTUAL WATER COMPANY","SAN BENITO","SWS","CA3510003","SUNNYSLOPE COUNTY WATER DIST","Community water system","SAN BENITO","CA3500911 CREEKBRIDGE MUTUAL WATER COMPANY - CA3510003 SUNNYSLOPE COUNTY WATER DIST",10024.2244478112,"Route",103.19845,115.20315,92.6497,115.20315,100.527843,22.55345
"1443","CA3510006",550,238,"MISSION OAKS MOBILE HOME PARK","SAN BENITO","SWS","CA3510003","SUNNYSLOPE COUNTY WATER DIST","Community water system","SAN BENITO","CA3510006 MISSION OAKS MOBILE HOME PARK - CA3510003 SUNNYSLOPE COUNTY WATER DIST",10492.2538058976,"Route",83.87109,88.05687,83.55597,88.89086,86.488686,5.33489
"1444","CA3510007",25,2,"SAN BENITO COUNTY WATER DISTRICT","SAN BENITO","SWS","CA3510003","SUNNYSLOPE COUNTY WATER DIST","Community water system","SAN BENITO",NA,0,"Intersect",0,0,0,0,0,0
"1445","CA3600008",729,218,"APPLE VALLEY FOOTHILL CWD","SAN BERNARDINO","SWS","CA3610107","GOLDEN STATE WATER CO - APPLE VLY SOUTH","Community water system","SAN BERNARDINO","CA3600008 APPLE VALLEY FOOTHILL CWD - CA3610107 GOLDEN STATE WATER CO - APPLE VLY SOUTH",6562.8268267584,"Route",288.43732,283.01547,283.01547,288.59995,286.026804,5.58448
"1446","CA3600009",986,296,"APPLE VALLEY HEIGHTS CWD","SAN BERNARDINO","SWS","CA3610107","GOLDEN STATE WATER CO - APPLE VLY SOUTH","Community water system","SAN BERNARDINO","CA3600009 APPLE VALLEY HEIGHTS CWD - CA3610107 GOLDEN STATE WATER CO - APPLE VLY SOUTH",10337.3716090128,"Route",304.92685,285.07553,285.07553,304.81281,294.261177,19.73728
"1447","CA3600010",170,50,"LIBERTY UTILITIES APPLE VALLEY","SAN BERNARDINO","SWS","CA3610052","VICTORVILLE WATER DISTRICT","Community water system","SAN BERNARDINO",NA,0,"Intersect",0,0,0,0,0,0
"1448","CA3600012",275,81,"APPLE VALLEY VIEW MWC","SAN BERNARDINO","SWS","CA3610003","LIBERTY UTILITIES (AV RANCHOS) CORP.","Community water system","SAN BERNARDINO",NA,0,"Intersect",0,0,0,0,0,0
"1449","CA3600025",124,42,"BAR-LEN MWC","SAN BERNARDINO","SWS","CA1510014","MOJAVE PUD","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"1450","CA3600032",500,13,"OAK TREE VILLAGE","SAN BERNARDINO","SWS","CA3610055","YUCAIPA VALLEY WATER DISTRICT","Community water system","SAN BERNARDINO","CA3600032 OAK TREE VILLAGE - CA3610055 YUCAIPA VALLEY WATER DISTRICT",5353.7134629264,"Route",1413.90515,1288.89795,1288.89795,1416.17834,1343.365231,127.28039
"1451","CA3600064",55,30,"CAMP WATERMAN MWC","SAN BERNARDINO","SWS","CA3610039","SAN BERNARDINO CITY","Community water system","SAN BERNARDINO","CA3600064 CAMP WATERMAN MWC - CA3610039 SAN BERNARDINO CITY",5108.34346212432,"Route",968.80103,878.58893,878.58893,968.83099,926.847934,90.24206
"1452","CA3600087",745,193,"DEER LODGE WATER SYSTEM","SAN BERNARDINO","SWS","CA3610005","LAKE ARROWHEAD CSD","Community water system","SAN BERNARDINO",NA,0,"Intersect",0,0,0,0,0,0
"1453","CA3600094",160,81,"DOGWOOD BLUE JAY CYN IMP","SAN BERNARDINO","SWS","CA3610005","LAKE ARROWHEAD CSD","Community water system","SAN BERNARDINO",NA,0,"Intersect",0,0,0,0,0,0
"1454","CA3600123",112,42,"HI DESERT MWC","SAN BERNARDINO","SWS","CA1510014","MOJAVE PUD","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"1455","CA3600133",500,199,"OAK GLEN RETREAT","SAN BERNARDINO","SWS","CA3610055","YUCAIPA VALLEY WATER DISTRICT","Community water system","SAN BERNARDINO","CA3600133 OAK GLEN RETREAT - CA3610055 YUCAIPA VALLEY WATER DISTRICT",5010.69794859744,"Route",1380.20081,1288.91992,1288.89795,1386.05127,1342.020635,97.15332
"1456","CA3600149",500,5,"LAW'S CIDER MILL","SAN BERNARDINO","SWS","CA3610055","YUCAIPA VALLEY WATER DISTRICT","Community water system","SAN BERNARDINO","CA3600149 LAW'S CIDER MILL - CA3610055 YUCAIPA VALLEY WATER DISTRICT",5282.3302410384,"Route",1415.78528,1291.58362,1291.58362,1465.24463,1368.337125,173.66101
"1457","CA3600154",1046,7,"LOS RIOS RANCHO WATER SYSTEM","SAN BERNARDINO","SWS","CA3310002","BEAUMONT CHERRY VALLEY WD","Community water system","RIVERSIDE","CA3600154 LOS RIOS RANCHO WATER SYSTEM - CA3310002 BEAUMONT CHERRY VALLEY WD",4895.81540056224,"Route",1459.10583,1348.32886,1348.32886,1472.83862,1422.462341,124.50976
"1458","CA3600155",176,136,"RIVER RANCH MHP","SAN BERNARDINO","SWS","CA3610052","VICTORVILLE WATER DISTRICT","Community water system","SAN BERNARDINO",NA,0,"Intersect",0,0,0,0,0,0
"1459","CA3600180",276,80,"NAVAJO MWC","SAN BERNARDINO","SWS","CA3610003","LIBERTY UTILITIES (AV RANCHOS) CORP.","Community water system","SAN BERNARDINO",NA,0,"Intersect",0,0,0,0,0,0
"1460","CA3600184",25,32,"NORTH SHORE MWC","SAN BERNARDINO","SWS","CA3610044","BIG BEAR LAKE DWP - BIG BEAR SYSTEM","Community water system","SAN BERNARDINO","CA3600184 NORTH SHORE MWC - CA3610044 BIG BEAR LAKE DWP - BIG BEAR SYSTEM",13442.617743192,"Route",2069.65308,2084.96216,2057.63623,2106.19189,2077.074964,48.55566
"1461","CA3600185",175,49,"OAK GLEN DOMESTIC WATER","SAN BERNARDINO","SWS","CA3310002","BEAUMONT CHERRY VALLEY WD","Community water system","RIVERSIDE","CA3600185 OAK GLEN DOMESTIC WATER - CA3310002 BEAUMONT CHERRY VALLEY WD",9644.8414821264,"Route",1441.54749,1348.32886,1348.32886,1488.67578,1443.933252,140.34692
"1462","CA3600187",350,100,"OLIVE DELL RANCH","SAN BERNARDINO","SWS","CA3310009","EASTERN MUNICIPAL WD","Community water system","RIVERSIDE","CA3600187 OLIVE DELL RANCH - CA3310009 EASTERN MUNICIPAL WD",14723.0235131232,"Route",595.30438,646.02777,528.13251,664.08319,590.594479,135.95068
"1463","CA3600192",50,11,"PG & E PIPELINE OPERATION","SAN BERNARDINO","SWS","CA1510014","MOJAVE PUD","Community water system","KERN","CA3600192 PG & E PIPELINE OPERATION - CA1510014 MOJAVE PUD",5150.32377099504,"Route",204.20604,204.34131,203.87347,207.39119,205.044864,3.51772
"1464","CA3600196",400,120,"CSA 70 W-4 PIONEERTOWN","SAN BERNARDINO","SWS","CA3610024","HESPERIA WD","Community water system","SAN BERNARDINO","CA3600196 CSA 70 W-4 PIONEERTOWN - CA3610024 HESPERIA WD",9413.0383178304,"Route",1244.06653,1227.67432,1207.57605,1242.63196,1222.168594,35.05591
"1465","CA3600200",655,286,"RANCHERITOS MWC","SAN BERNARDINO","SWS","CA3610003","LIBERTY UTILITIES (AV RANCHOS) CORP.","Community water system","SAN BERNARDINO",NA,0,"Intersect",0,0,0,0,0,0
"1466","CA3600209",160,33,"ROCKY COMFORT MUTUAL WATER CO","SAN BERNARDINO","SWS","CA3610037","REDLANDS CITY MUD-WATER DIV","Community water system","SAN BERNARDINO",NA,0,"Intersect",0,0,0,0,0,0
"1467","CA3600215",1000,1,"GILBERT STREET COMPLEX","SAN BERNARDINO","SWS","CA3610039","SAN BERNARDINO CITY","Community water system","SAN BERNARDINO",NA,0,"Intersect",0,0,0,0,0,0
"1468","CA3600220",544,147,"CSA 42 ORO GRANDE","SAN BERNARDINO","SWS","CA1510014","MOJAVE PUD","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"1469","CA3600222",441,250,"JUNIPER RIVIERA CWD","SAN BERNARDINO","SWS","CA3610107","GOLDEN STATE WATER CO - APPLE VLY SOUTH","Community water system","SAN BERNARDINO","CA3600222 JUNIPER RIVIERA CWD - CA3610107 GOLDEN STATE WATER CO - APPLE VLY SOUTH",11285.8320261456,"Route",939.91052,281.9364,281.9364,940.14233,301.609105,658.20593
"1470","CA3600258",605,159,"SKY FOREST MWC","SAN BERNARDINO","SWS","CA3610005","LAKE ARROWHEAD CSD","Community water system","SAN BERNARDINO",NA,0,"Intersect",0,0,0,0,0,0
"1471","CA3600260",530,102,"SMILEY PARK COUNTRY CLUB","SAN BERNARDINO","SWS","CA3610062","RUNNING SPRINGS WATER DISTRICT","Community water system","SAN BERNARDINO","CA3600260 SMILEY PARK COUNTRY CLUB - CA3610062 RUNNING SPRINGS WATER DISTRICT",1505.42739019728,"Route",1661.44678,1693.8761,1663.67981,1693.8761,1677.543457,30.19629
"1472","CA3600283",388,125,"DEPARTMENT OF WATER AND POWER","SAN BERNARDINO","SWS","CA3610008","BIG BEAR CITY CSD","Community water system","SAN BERNARDINO","CA3600283 DEPARTMENT OF WATER AND POWER - CA3610008 BIG BEAR CITY CSD",15237.6198000048,"Route",2202.64771,2117.33276,2117.33276,2212.26636,2193.462563,94.9336
"1473","CA3600301",640,137,"STRAWBERRY LODGE MWC","SAN BERNARDINO","SWS","CA3610015","CRESTLINE VILLAGE CWD - DIVISION 10","Community water system","SAN BERNARDINO","CA3600301 STRAWBERRY LODGE MWC - CA3610015 CRESTLINE VILLAGE CWD - DIVISION 10",2028.271385052,"Route",1711.26025,1752.89844,1714.16821,1752.89844,1733.881049,38.73023
"1474","CA3600306",997,302,"THUNDERBIRD CWD","SAN BERNARDINO","SWS","CA3610003","LIBERTY UTILITIES (AV RANCHOS) CORP.","Community water system","SAN BERNARDINO","CA3600306 THUNDERBIRD CWD - CA3610003 LIBERTY UTILITIES (AV RANCHOS) CORP.",5615.9617409808,"Route",936.31934,923.03943,922.83441,934.73499,929.843964,11.90058
"1475","CA3600308",500,100,"FREEDOM ACRES THE RESORT","SAN BERNARDINO","SWS","CA3600108","GLEN HELEN WATER SYSTEM","Community water system","SAN BERNARDINO","CA3600308 FREEDOM ACRES THE RESORT - CA3600108 GLEN HELEN WATER SYSTEM",5233.08895118592,"Route",656.12378,613.05396,613.05396,648.55963,633.434139,35.50567
"1476","CA3600372",127,205,"PALMS RIVER RESORT","SAN BERNARDINO","SWS","CA3610032","NEEDLES, CITY OF","Community water system","SAN BERNARDINO",NA,0,"Intersect",0,0,0,0,0,0
"1477","CA3600385",65,19,"BROOKSIDE MHP","SAN BERNARDINO","SWS","CA3610037","REDLANDS CITY MUD-WATER DIV","Community water system","SAN BERNARDINO",NA,0,"Intersect",0,0,0,0,0,0
"1478","CA3600388",130,28,"DESERT VIEW MOBILE PARK","SAN BERNARDINO","SWS","CA3610043","GOLDEN STATE WATER CO - BARSTOW","Community water system","SAN BERNARDINO","CA3600388 DESERT VIEW MOBILE PARK - CA3610043 GOLDEN STATE WATER CO - BARSTOW",6436.6639620624,"Route",202.71855,203.50655,202.31409,203.50655,202.826144,1.19246
"1479","CA3600391",900,180,"HILLCREST MOBILE ESTATES","SAN BERNARDINO","SWS","CA3610055","YUCAIPA VALLEY WATER DISTRICT","Community water system","SAN BERNARDINO",NA,0,"Intersect",0,0,0,0,0,0
"1480","CA3600393",100,125,"LONE WOLF COLONY","SAN BERNARDINO","SWS","CA3610003","LIBERTY UTILITIES (AV RANCHOS) CORP.","Community water system","SAN BERNARDINO","CA3600393 LONE WOLF COLONY - CA3610003 LIBERTY UTILITIES (AV RANCHOS) CORP.",2756.45411632272,"Route",279.3187,277.78619,277.78619,279.41669,278.375049,1.6305
"1481","CA3600395",400,170,"BIG BEAR SHORES RV RESORT","SAN BERNARDINO","SWS","CA3610044","BIG BEAR LAKE DWP - BIG BEAR SYSTEM","Community water system","SAN BERNARDINO","CA3600395 BIG BEAR SHORES RV RESORT - CA3610044 BIG BEAR LAKE DWP - BIG BEAR SYSTEM",7081.9411987632,"Route",2062.92871,2058.57788,2057.48511,2078.32373,2070.305113,20.83862
"1482","CA3600399",190,38,"PARADISE MOBILE ESTATES","SAN BERNARDINO","SWS","CA3610003","LIBERTY UTILITIES (AV RANCHOS) CORP.","Community water system","SAN BERNARDINO","CA3600399 PARADISE MOBILE ESTATES - CA3610003 LIBERTY UTILITIES (AV RANCHOS) CORP.",4070.92281056208,"Route",906.89954,273.54929,273.54929,904.56061,742.99786,631.01132
"1483","CA3600400",180,93,"APPLE VALLEY VILLAGE MHE","SAN BERNARDINO","SWS","CA3610003","LIBERTY UTILITIES (AV RANCHOS) CORP.","Community water system","SAN BERNARDINO",NA,0,"Intersect",0,0,0,0,0,0
